Path,Object_name,Object_id,Category,EV_offset,EV_idx,Lux,Shutter_speed,ISO,F-Number,Num_objects
1_cup/10/-2/12_0_2.jpg,1_cup,1,cup,-2,7,10,1,100,11,3
1_cup/10/-2/12_2_0.jpg,1_cup,1,cup,-2,7,10,1,400,22,3
1_cup/10/-2/11_0_3.jpg,1_cup,1,cup,-2,7,10,0.5,100,8,3
1_cup/10/-2/11_1_2.jpg,1_cup,1,cup,-2,7,10,0.5,200,11,3
1_cup/10/-2/11_2_1.jpg,1_cup,1,cup,-2,7,10,0.5,400,16,3
1_cup/10/-1/9_2_4.jpg,1_cup,1,cup,-1,6,10,1/8,400,5.6,3
1_cup/10/-1/9_3_3.jpg,1_cup,1,cup,-1,6,10,1/8,800,8,3
1_cup/10/-1/9_4_2.jpg,1_cup,1,cup,-1,6,10,1/8,1600,11,3
1_cup/10/-1/9_5_1.jpg,1_cup,1,cup,-1,6,10,1/8,3200,16,3
1_cup/10/-1/9_6_0.jpg,1_cup,1,cup,-1,6,10,1/8,6400,22,3
1_cup/10/-1/7_5_3.jpg,1_cup,1,cup,-1,6,10,1/30,3200,8,3
1_cup/10/-1/8_4_3.jpg,1_cup,1,cup,-1,6,10,1/15,1600,8,3
1_cup/10/-1/8_5_2.jpg,1_cup,1,cup,-1,6,10,1/15,3200,11,3
1_cup/10/-1/8_6_1.jpg,1_cup,1,cup,-1,6,10,1/15,6400,16,3
1_cup/10/-1/5_6_4.jpg,1_cup,1,cup,-1,6,10,1/125,6400,5.6,3
1_cup/10/-1/12_2_1.jpg,1_cup,1,cup,-1,6,10,1,400,16,3
1_cup/10/-1/11_4_0.jpg,1_cup,1,cup,-1,6,10,0.5,1600,22,3
1_cup/10/0/9_4_3.jpg,1_cup,1,cup,0,5,10,1/8,1600,8,3
1_cup/10/0/9_5_2.jpg,1_cup,1,cup,0,5,10,1/8,3200,11,3
1_cup/10/0/10_2_4.jpg,1_cup,1,cup,0,5,10,1/4,400,5.6,3
1_cup/10/0/10_3_3.jpg,1_cup,1,cup,0,5,10,1/4,800,8,3
1_cup/10/0/10_4_2.jpg,1_cup,1,cup,0,5,10,1/4,1600,11,3
1_cup/10/0/10_5_1.jpg,1_cup,1,cup,0,5,10,1/4,3200,16,3
1_cup/10/0/10_6_0.jpg,1_cup,1,cup,0,5,10,1/4,6400,22,3
1_cup/10/0/7_5_4.jpg,1_cup,1,cup,0,5,10,1/30,3200,5.6,3
1_cup/10/0/7_6_3.jpg,1_cup,1,cup,0,5,10,1/30,6400,8,3
1_cup/10/0/8_4_4.jpg,1_cup,1,cup,0,5,10,1/15,1600,5.6,3
1_cup/10/0/16_0_0.jpg,1_cup,1,cup,0,5,10,15,100,22,3
1_cup/10/0/14_1_1.jpg,1_cup,1,cup,0,5,10,4,200,16,3
1_cup/10/0/13_0_3.jpg,1_cup,1,cup,0,5,10,2,100,8,3
1_cup/10/0/12_3_1.jpg,1_cup,1,cup,0,5,10,1,800,16,3
1_cup/10/0/12_4_0.jpg,1_cup,1,cup,0,5,10,1,1600,22,3
1_cup/10/0/11_1_4.jpg,1_cup,1,cup,0,5,10,0.5,200,5.6,3
1_cup/10/0/11_3_2.jpg,1_cup,1,cup,0,5,10,0.5,800,11,3
1_cup/10/0/11_4_1.jpg,1_cup,1,cup,0,5,10,0.5,1600,16,3
1_cup/10/0/11_5_0.jpg,1_cup,1,cup,0,5,10,0.5,3200,22,3
1_cup/10/1/9_5_3.jpg,1_cup,1,cup,1,4,10,1/8,3200,8,3
1_cup/10/1/9_6_2.jpg,1_cup,1,cup,1,4,10,1/8,6400,11,3
1_cup/10/1/10_4_3.jpg,1_cup,1,cup,1,4,10,1/4,1600,8,3
1_cup/10/1/10_6_1.jpg,1_cup,1,cup,1,4,10,1/4,6400,16,3
1_cup/10/1/8_5_4.jpg,1_cup,1,cup,1,4,10,1/15,3200,5.6,3
1_cup/10/1/8_6_3.jpg,1_cup,1,cup,1,4,10,1/15,6400,8,3
1_cup/10/1/17_0_0.jpg,1_cup,1,cup,1,4,10,30,100,22,3
1_cup/10/1/16_0_1.jpg,1_cup,1,cup,1,4,10,15,100,16,3
1_cup/10/1/16_1_0.jpg,1_cup,1,cup,1,4,10,15,200,22,3
1_cup/10/1/15_0_2.jpg,1_cup,1,cup,1,4,10,8,100,11,3
1_cup/10/1/15_1_1.jpg,1_cup,1,cup,1,4,10,8,200,16,3
1_cup/10/1/14_0_3.jpg,1_cup,1,cup,1,4,10,4,100,8,3
1_cup/10/1/14_2_1.jpg,1_cup,1,cup,1,4,10,4,400,16,3
1_cup/10/1/14_3_0.jpg,1_cup,1,cup,1,4,10,4,800,22,3
1_cup/10/1/13_1_3.jpg,1_cup,1,cup,1,4,10,2,200,8,3
1_cup/10/1/13_2_2.jpg,1_cup,1,cup,1,4,10,2,400,11,3
1_cup/10/1/13_4_0.jpg,1_cup,1,cup,1,4,10,2,1600,22,3
1_cup/10/1/12_1_4.jpg,1_cup,1,cup,1,4,10,1,200,5.6,3
1_cup/10/1/12_2_3.jpg,1_cup,1,cup,1,4,10,1,400,8,3
1_cup/10/1/12_3_2.jpg,1_cup,1,cup,1,4,10,1,800,11,3
1_cup/10/1/11_2_4.jpg,1_cup,1,cup,1,4,10,0.5,400,5.6,3
1_cup/10/1/11_5_1.jpg,1_cup,1,cup,1,4,10,0.5,3200,16,3
1_cup/10/1/11_6_0.jpg,1_cup,1,cup,1,4,10,0.5,6400,22,3
1_cup/10/2/9_5_4.jpg,1_cup,1,cup,2,3,10,1/8,3200,5.6,3
1_cup/10/2/10_4_4.jpg,1_cup,1,cup,2,3,10,1/4,1600,5.6,3
1_cup/10/2/15_0_3.jpg,1_cup,1,cup,2,3,10,8,100,8,3
1_cup/10/2/15_3_0.jpg,1_cup,1,cup,2,3,10,8,800,22,3
1_cup/10/2/14_0_4.jpg,1_cup,1,cup,2,3,10,4,100,5.6,3
1_cup/10/2/14_1_3.jpg,1_cup,1,cup,2,3,10,4,200,8,3
1_cup/10/2/14_2_2.jpg,1_cup,1,cup,2,3,10,4,400,11,3
1_cup/10/2/14_4_0.jpg,1_cup,1,cup,2,3,10,4,1600,22,3
1_cup/10/2/13_2_3.jpg,1_cup,1,cup,2,3,10,2,400,8,3
1_cup/10/2/13_3_2.jpg,1_cup,1,cup,2,3,10,2,800,11,3
1_cup/10/2/13_5_0.jpg,1_cup,1,cup,2,3,10,2,3200,22,3
1_cup/10/2/12_4_2.jpg,1_cup,1,cup,2,3,10,1,1600,11,3
1_cup/10/2/12_5_1.jpg,1_cup,1,cup,2,3,10,1,3200,16,3
1_cup/10/2/11_3_4.jpg,1_cup,1,cup,2,3,10,0.5,800,5.6,3
1_cup/10/2/11_5_2.jpg,1_cup,1,cup,2,3,10,0.5,3200,11,3
1_cup/10/3/10_6_3.jpg,1_cup,1,cup,3,2,10,1/4,6400,8,3
1_cup/10/3/17_0_2.jpg,1_cup,1,cup,3,2,10,30,100,11,3
1_cup/10/3/17_1_1.jpg,1_cup,1,cup,3,2,10,30,200,16,3
1_cup/10/3/17_2_0.jpg,1_cup,1,cup,3,2,10,30,400,22,3
1_cup/10/3/16_1_2.jpg,1_cup,1,cup,3,2,10,15,200,11,3
1_cup/10/3/16_2_1.jpg,1_cup,1,cup,3,2,10,15,400,16,3
1_cup/10/3/15_0_4.jpg,1_cup,1,cup,3,2,10,8,100,5.6,3
1_cup/10/3/15_2_2.jpg,1_cup,1,cup,3,2,10,8,400,11,3
1_cup/10/3/14_4_1.jpg,1_cup,1,cup,3,2,10,4,1600,16,3
1_cup/10/3/14_5_0.jpg,1_cup,1,cup,3,2,10,4,3200,22,3
1_cup/10/3/13_2_4.jpg,1_cup,1,cup,3,2,10,2,400,5.6,3
1_cup/10/3/13_3_3.jpg,1_cup,1,cup,3,2,10,2,800,8,3
1_cup/10/3/13_4_2.jpg,1_cup,1,cup,3,2,10,2,1600,11,3
1_cup/10/3/13_5_1.jpg,1_cup,1,cup,3,2,10,2,3200,16,3
1_cup/10_auto.jpg,1_cup,1,cup,auto,-1,10,1/40,3200,4.5,3
1_cup/1000/-5/3_0_2.jpg,1_cup,1,cup,-5,16,1000,1/500,100,11,3
1_cup/1000/-5/0_1_4.jpg,1_cup,1,cup,-5,16,1000,1/4000,200,5.6,3
1_cup/1000/-5/0_3_2.jpg,1_cup,1,cup,-5,16,1000,1/4000,800,11,3
1_cup/1000/-5/0_5_0.jpg,1_cup,1,cup,-5,16,1000,1/4000,3200,22,3
1_cup/1000/-5/4_1_0.jpg,1_cup,1,cup,-5,16,1000,1/250,200,22,3
1_cup/1000/-5/1_0_4.jpg,1_cup,1,cup,-5,16,1000,1/2000,100,5.6,3
1_cup/1000/-5/1_1_3.jpg,1_cup,1,cup,-5,16,1000,1/2000,200,8,3
1_cup/1000/-5/1_4_0.jpg,1_cup,1,cup,-5,16,1000,1/2000,1600,22,3
1_cup/1000/-5/2_1_2.jpg,1_cup,1,cup,-5,16,1000,1/1000,200,11,3
1_cup/1000/-4/3_0_3.jpg,1_cup,1,cup,-4,15,1000,1/500,100,8,3
1_cup/1000/-4/3_3_0.jpg,1_cup,1,cup,-4,15,1000,1/500,800,22,3
1_cup/1000/-4/0_2_4.jpg,1_cup,1,cup,-4,15,1000,1/4000,400,5.6,3
1_cup/1000/-4/0_3_3.jpg,1_cup,1,cup,-4,15,1000,1/4000,800,8,3
1_cup/1000/-4/0_4_2.jpg,1_cup,1,cup,-4,15,1000,1/4000,1600,11,3
1_cup/1000/-4/4_1_1.jpg,1_cup,1,cup,-4,15,1000,1/250,200,16,3
1_cup/1000/-4/1_2_3.jpg,1_cup,1,cup,-4,15,1000,1/2000,400,8,3
1_cup/1000/-4/1_3_2.jpg,1_cup,1,cup,-4,15,1000,1/2000,800,11,3
1_cup/1000/-4/1_4_1.jpg,1_cup,1,cup,-4,15,1000,1/2000,1600,16,3
1_cup/1000/-4/1_5_0.jpg,1_cup,1,cup,-4,15,1000,1/2000,3200,22,3
1_cup/1000/-4/5_1_0.jpg,1_cup,1,cup,-4,15,1000,1/125,200,22,3
1_cup/1000/-4/2_0_4.jpg,1_cup,1,cup,-4,15,1000,1/1000,100,5.6,3
1_cup/1000/-4/2_2_2.jpg,1_cup,1,cup,-4,15,1000,1/1000,400,11,3
1_cup/1000/-4/2_4_0.jpg,1_cup,1,cup,-4,15,1000,1/1000,1600,22,3
1_cup/1000/-3/6_1_0.jpg,1_cup,1,cup,-3,14,1000,1/60,200,22,3
1_cup/1000/-3/3_0_4.jpg,1_cup,1,cup,-3,14,1000,1/500,100,5.6,3
1_cup/1000/-3/3_1_3.jpg,1_cup,1,cup,-3,14,1000,1/500,200,8,3
1_cup/1000/-3/3_2_2.jpg,1_cup,1,cup,-3,14,1000,1/500,400,11,3
1_cup/1000/-3/3_3_1.jpg,1_cup,1,cup,-3,14,1000,1/500,800,16,3
1_cup/1000/-3/3_4_0.jpg,1_cup,1,cup,-3,14,1000,1/500,1600,22,3
1_cup/1000/-3/0_3_4.jpg,1_cup,1,cup,-3,14,1000,1/4000,800,5.6,3
1_cup/1000/-3/7_0_0.jpg,1_cup,1,cup,-3,14,1000,1/30,100,22,3
1_cup/1000/-3/4_0_3.jpg,1_cup,1,cup,-3,14,1000,1/250,100,8,3
1_cup/1000/-3/4_3_0.jpg,1_cup,1,cup,-3,14,1000,1/250,800,22,3
1_cup/1000/-3/1_3_3.jpg,1_cup,1,cup,-3,14,1000,1/2000,800,8,3
1_cup/1000/-3/1_4_2.jpg,1_cup,1,cup,-3,14,1000,1/2000,1600,11,3
1_cup/1000/-3/5_2_0.jpg,1_cup,1,cup,-3,14,1000,1/125,400,22,3
1_cup/1000/-3/2_1_4.jpg,1_cup,1,cup,-3,14,1000,1/1000,200,5.6,3
1_cup/1000/-3/2_5_0.jpg,1_cup,1,cup,-3,14,1000,1/1000,3200,22,3
1_cup/1000/-2/6_0_2.jpg,1_cup,1,cup,-2,13,1000,1/60,100,11,3
1_cup/1000/-2/6_1_1.jpg,1_cup,1,cup,-2,13,1000,1/60,200,16,3
1_cup/1000/-2/6_2_0.jpg,1_cup,1,cup,-2,13,1000,1/60,400,22,3
1_cup/1000/-2/3_1_4.jpg,1_cup,1,cup,-2,13,1000,1/500,200,5.6,3
1_cup/1000/-2/3_2_3.jpg,1_cup,1,cup,-2,13,1000,1/500,400,8,3
1_cup/1000/-2/3_3_2.jpg,1_cup,1,cup,-2,13,1000,1/500,800,11,3
1_cup/1000/-2/3_5_0.jpg,1_cup,1,cup,-2,13,1000,1/500,3200,22,3
1_cup/1000/-2/0_6_2.jpg,1_cup,1,cup,-2,13,1000,1/4000,6400,11,3
1_cup/1000/-2/7_1_0.jpg,1_cup,1,cup,-2,13,1000,1/30,200,22,3
1_cup/1000/-2/4_3_1.jpg,1_cup,1,cup,-2,13,1000,1/250,800,16,3
1_cup/1000/-2/1_5_2.jpg,1_cup,1,cup,-2,13,1000,1/2000,3200,11,3
1_cup/1000/-2/8_0_0.jpg,1_cup,1,cup,-2,13,1000,1/15,100,22,3
1_cup/1000/-2/5_0_3.jpg,1_cup,1,cup,-2,13,1000,1/125,100,8,3
1_cup/1000/-2/5_3_0.jpg,1_cup,1,cup,-2,13,1000,1/125,800,22,3
1_cup/1000/-2/2_5_1.jpg,1_cup,1,cup,-2,13,1000,1/1000,3200,16,3
1_cup/1000/-1/6_1_2.jpg,1_cup,1,cup,-1,12,1000,1/60,200,11,3
1_cup/1000/-1/6_2_1.jpg,1_cup,1,cup,-1,12,1000,1/60,400,16,3
1_cup/1000/-1/6_3_0.jpg,1_cup,1,cup,-1,12,1000,1/60,800,22,3
1_cup/1000/-1/3_2_4.jpg,1_cup,1,cup,-1,12,1000,1/500,400,5.6,3
1_cup/1000/-1/3_5_1.jpg,1_cup,1,cup,-1,12,1000,1/500,3200,16,3
1_cup/1000/-1/3_6_0.jpg,1_cup,1,cup,-1,12,1000,1/500,6400,22,3
1_cup/1000/-1/0_6_3.jpg,1_cup,1,cup,-1,12,1000,1/4000,6400,8,3
1_cup/1000/-1/7_2_0.jpg,1_cup,1,cup,-1,12,1000,1/30,400,22,3
1_cup/1000/-1/4_2_3.jpg,1_cup,1,cup,-1,12,1000,1/250,400,8,3
1_cup/1000/-1/4_5_0.jpg,1_cup,1,cup,-1,12,1000,1/250,3200,22,3
1_cup/1000/-1/1_4_4.jpg,1_cup,1,cup,-1,12,1000,1/2000,1600,5.6,3
1_cup/1000/-1/1_5_3.jpg,1_cup,1,cup,-1,12,1000,1/2000,3200,8,3
1_cup/1000/-1/1_6_2.jpg,1_cup,1,cup,-1,12,1000,1/2000,6400,11,3
1_cup/1000/-1/8_0_1.jpg,1_cup,1,cup,-1,12,1000,1/15,100,16,3
1_cup/1000/-1/8_1_0.jpg,1_cup,1,cup,-1,12,1000,1/15,200,22,3
1_cup/1000/-1/5_1_3.jpg,1_cup,1,cup,-1,12,1000,1/125,200,8,3
1_cup/1000/-1/5_2_2.jpg,1_cup,1,cup,-1,12,1000,1/125,400,11,3
1_cup/1000/-1/2_3_4.jpg,1_cup,1,cup,-1,12,1000,1/1000,800,5.6,3
1_cup/1000/-1/2_6_1.jpg,1_cup,1,cup,-1,12,1000,1/1000,6400,16,3
1_cup/1000/0/9_0_1.jpg,1_cup,1,cup,0,11,1000,1/8,100,16,3
1_cup/1000/0/9_1_0.jpg,1_cup,1,cup,0,11,1000,1/8,200,22,3
1_cup/1000/0/6_2_2.jpg,1_cup,1,cup,0,11,1000,1/60,400,11,3
1_cup/1000/0/6_3_1.jpg,1_cup,1,cup,0,11,1000,1/60,800,16,3
1_cup/1000/0/6_4_0.jpg,1_cup,1,cup,0,11,1000,1/60,1600,22,3
1_cup/1000/0/3_4_3.jpg,1_cup,1,cup,0,11,1000,1/500,1600,8,3
1_cup/1000/0/3_5_2.jpg,1_cup,1,cup,0,11,1000,1/500,3200,11,3
1_cup/1000/0/3_6_1.jpg,1_cup,1,cup,0,11,1000,1/500,6400,16,3
1_cup/1000/0/0_6_4.jpg,1_cup,1,cup,0,11,1000,1/4000,6400,5.6,3
1_cup/1000/0/7_1_2.jpg,1_cup,1,cup,0,11,1000,1/30,200,11,3
1_cup/1000/0/4_3_3.jpg,1_cup,1,cup,0,11,1000,1/250,800,8,3
1_cup/1000/0/4_4_2.jpg,1_cup,1,cup,0,11,1000,1/250,1600,11,3
1_cup/1000/0/4_5_1.jpg,1_cup,1,cup,0,11,1000,1/250,3200,16,3
1_cup/1000/0/8_1_1.jpg,1_cup,1,cup,0,11,1000,1/15,200,16,3
1_cup/1000/0/5_3_2.jpg,1_cup,1,cup,0,11,1000,1/125,800,11,3
1_cup/1000/0/5_5_0.jpg,1_cup,1,cup,0,11,1000,1/125,3200,22,3
1_cup/1000/1/9_0_2.jpg,1_cup,1,cup,1,10,1000,1/8,100,11,3
1_cup/1000/1/9_2_0.jpg,1_cup,1,cup,1,10,1000,1/8,400,22,3
1_cup/1000/1/6_1_4.jpg,1_cup,1,cup,1,10,1000,1/60,200,5.6,3
1_cup/1000/1/6_2_3.jpg,1_cup,1,cup,1,10,1000,1/60,400,8,3
1_cup/1000/1/3_5_3.jpg,1_cup,1,cup,1,10,1000,1/500,3200,8,3
1_cup/1000/1/3_6_2.jpg,1_cup,1,cup,1,10,1000,1/500,6400,11,3
1_cup/1000/1/7_0_4.jpg,1_cup,1,cup,1,10,1000,1/30,100,5.6,3
1_cup/1000/1/7_1_3.jpg,1_cup,1,cup,1,10,1000,1/30,200,8,3
1_cup/1000/1/7_4_0.jpg,1_cup,1,cup,1,10,1000,1/30,1600,22,3
1_cup/1000/1/4_4_3.jpg,1_cup,1,cup,1,10,1000,1/250,1600,8,3
1_cup/1000/1/4_5_2.jpg,1_cup,1,cup,1,10,1000,1/250,3200,11,3
1_cup/1000/1/8_0_3.jpg,1_cup,1,cup,1,10,1000,1/15,100,8,3
1_cup/1000/1/8_1_2.jpg,1_cup,1,cup,1,10,1000,1/15,200,11,3
1_cup/1000/1/8_3_0.jpg,1_cup,1,cup,1,10,1000,1/15,800,22,3
1_cup/1000/1/5_3_3.jpg,1_cup,1,cup,1,10,1000,1/125,800,8,3
1_cup/1000/1/5_6_0.jpg,1_cup,1,cup,1,10,1000,1/125,6400,22,3
1_cup/1000/1/2_5_4.jpg,1_cup,1,cup,1,10,1000,1/1000,3200,5.6,3
1_cup/1000/1/2_6_3.jpg,1_cup,1,cup,1,10,1000,1/1000,6400,8,3
1_cup/1000/1/11_0_0.jpg,1_cup,1,cup,1,10,1000,0.5,100,22,3
1_cup/1000/2/9_0_3.jpg,1_cup,1,cup,2,9,1000,1/8,100,8,3
1_cup/1000/2/9_1_2.jpg,1_cup,1,cup,2,9,1000,1/8,200,11,3
1_cup/1000/2/9_2_1.jpg,1_cup,1,cup,2,9,1000,1/8,400,16,3
1_cup/1000/2/9_3_0.jpg,1_cup,1,cup,2,9,1000,1/8,800,22,3
1_cup/1000/2/6_2_4.jpg,1_cup,1,cup,2,9,1000,1/60,400,5.6,3
1_cup/1000/2/6_3_3.jpg,1_cup,1,cup,2,9,1000,1/60,800,8,3
1_cup/1000/2/3_5_4.jpg,1_cup,1,cup,2,9,1000,1/500,3200,5.6,3
1_cup/1000/2/10_1_1.jpg,1_cup,1,cup,2,9,1000,1/4,200,16,3
1_cup/1000/2/10_2_0.jpg,1_cup,1,cup,2,9,1000,1/4,400,22,3
1_cup/1000/2/7_1_4.jpg,1_cup,1,cup,2,9,1000,1/30,200,5.6,3
1_cup/1000/2/7_2_3.jpg,1_cup,1,cup,2,9,1000,1/30,400,8,3
1_cup/1000/2/4_5_3.jpg,1_cup,1,cup,2,9,1000,1/250,3200,8,3
1_cup/1000/2/8_0_4.jpg,1_cup,1,cup,2,9,1000,1/15,100,5.6,3
1_cup/1000/2/8_3_1.jpg,1_cup,1,cup,2,9,1000,1/15,800,16,3
1_cup/1000/2/8_4_0.jpg,1_cup,1,cup,2,9,1000,1/15,1600,22,3
1_cup/1000/2/5_5_2.jpg,1_cup,1,cup,2,9,1000,1/125,3200,11,3
1_cup/1000/2/5_6_1.jpg,1_cup,1,cup,2,9,1000,1/125,6400,16,3
1_cup/1000/2/2_6_4.jpg,1_cup,1,cup,2,9,1000,1/1000,6400,5.6,3
1_cup/1000/2/12_0_0.jpg,1_cup,1,cup,2,9,1000,1,100,22,3
1_cup/1000/2/11_0_1.jpg,1_cup,1,cup,2,9,1000,0.5,100,16,3
